domain	utterance	semantic_parse
weather	Can you tell me if it's cloudy at 1070 Seventh Ferry in Réaumur?	[IN:GET_WEATHER Can you tell me if it s [SL:WEATHER_ATTRIBUTE cloudy ] at [SL:LOCATION 1070 Seventh Ferry ] in [SL:WEATHER_TEMPERATURE_UNIT Réaumur ] ? ]
weather	Can you tell me when the sunset is at 455 Angelos Alley?	[IN:GET_SUNSET Can you tell me when the sunset is at [SL:LOCATION 455 Angelos Alley ] ? ]
weather	Please check the temperature at 1362 Keppler Trail, which could be absolute zero.	[IN:GET_WEATHER Please check the temperature at [SL:LOCATION 1362 Keppler Trail ] , which could be [SL:WEATHER_TEMPERATURE_UNIT absolute zero ] . ]
weather	Could you tell me the Kelvin temperature for 718 Carmel Pike?	[IN:GET_WEATHER Could you tell me the [SL:WEATHER_TEMPERATURE_UNIT Kelvin ] temperature for [SL:LOCATION 718 Carmel Pike ] ? ]
weather	On a cold day, what's the sunrise time at 1031 Lester Pike on 1970-12-25 11:31:11.282603?	[IN:GET_SUNRISE On a [SL:WEATHER cold ] day, what s the sunrise time at [SL:LOCATION 1031 Lester Pike ] on [SL:DATE_TIME 1970-12-25 11 : 31 : 11.282603 ] ? ]
weather	What time is sunset at snowy 214 Elmhurst Field?	[IN:GET_SUNSET What time is sunset at [SL:WEATHER snowy ] [SL:LOCATION 214 Elmhurst Field ] ? ]
weather	What's the location within 50 meters?	[IN:GET_LOCATION What s the location within [SL:SEARCH_RADIUS 50 meters ] ? ]
weather	What time is sunset at 845 Bepler Field?	[IN:GET_SUNSET What time is sunset at [SL:LOCATION 845 Bepler Field ] ? ]
weather	What are the places located in the suburbs of Toronto within 5 miles?	[IN:GET_LOCATION What are the places located [SL:LOCATION_MODIFIER in the suburbs ] of [SL:LOCATION_USER Toronto ] within [SL:SEARCH_RADIUS 5 miles ] ? ]
weather	I'm curious about the sunset time for 189 Saratoga Hills on a windy day.	[IN:GET_SUNSET I m curious about the sunset time for [SL:LOCATION 189 Saratoga Hills ] on a [SL:WEATHER windy ] day . ]
weather	Could you tell me if it's foggy and the temperature in Fahrenheit at 253 Cosmo Bridge?	[IN:GET_WEATHER Could you tell me if it s [SL:WEATHER foggy ] and the temperature in [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] at [SL:LOCATION 253 Cosmo Bridge ] ? ]
weather	Could you tell me if Le Chatelier feels cold right now?	[IN:GET_WEATHER Could you tell me if [SL:WEATHER_TEMPERATURE_UNIT Le Chatelier ] feels [SL:WEATHER cold ] right now ? ]
weather	Could you help locate Tokyo near the park within 20 meters?	[IN:GET_LOCATION Could you help locate [SL:LOCATION_USER Tokyo ] [SL:LOCATION_MODIFIER near the park ] within [SL:SEARCH_RADIUS 20 meters ] ? ]
weather	I'm curious about the weather at 985 Mallorca Glen on 2008-04-23 05:51:44.306437.	[IN:GET_WEATHER I m curious about the weather at [SL:LOCATION 985 Mallorca Glen ] on [SL:DATE_TIME 2008-04-23 05 : 51 : 44.306437 ] . ]
weather	I'm curious about the sunrise at 1160 Congdon Rapids with mild temperatures.	[IN:GET_SUNRISE I m curious about the sunrise at [SL:LOCATION 1160 Congdon Rapids ] with [SL:WEATHER mild temperatures ] . ]
weather	At 1024 Jessie Ferry, is it cloudy today in Newton?	[IN:GET_WEATHER At [SL:LOCATION 1024 Jessie Ferry ] , is it [SL:WEATHER_ATTRIBUTE cloudy ] today in [SL:WEATHER_TEMPERATURE_UNIT Newton ] ? ]
weather	I would like to know sunset at 1054 Bay View Circle on 1979-08-10 18:09:51.991731.	[IN:GET_SUNSET I would like to know sunset at [SL:LOCATION 1054 Bay View Circle ] on [SL:DATE_TIME 1979-08-10 18 : 09 : 51.991731 ] . ]
weather	Please show me the user's location in New York, within 50 kilometers.	[IN:GET_LOCATION Please show me the user s location in [SL:LOCATION_USER New York ] , within [SL:SEARCH_RADIUS 50 kilometers ] . ]
weather	On 1987-12-27 04:35:10.746057, was it hot in Le Chatelier?	[IN:GET_WEATHER On [SL:DATE_TIME 1987-12-27 04 : 35 : 10.746057 ] , was it [SL:WEATHER_ATTRIBUTE hot ] in [SL:WEATHER_TEMPERATURE_UNIT Le Chatelier ] ? ]
weather	Please tell me if it is foggy at 1187 Anderson Pine.	[IN:GET_WEATHER Please tell me if it is [SL:WEATHER foggy ] at [SL:LOCATION 1187 Anderson Pine ] . ]
weather	Can you find the location in 100 miles?	[IN:GET_LOCATION Can you find the location in [SL:SEARCH_RADIUS 100 miles ] ? ]
weather	What's the Gas Mark if it's sunny?	[IN:GET_WEATHER What s the [SL:WEATHER_TEMPERATURE_UNIT Gas Mark ] if it s [SL:WEATHER sunny ] ? ]
weather	I'm curious about the sunset time at 263 Crestline Gardens.	[IN:GET_SUNSET I m curious about the sunset time at [SL:LOCATION 263 Crestline Gardens ] . ]
weather	The sunrise at 998 Valley Hill is beautiful, despite the cold.	[IN:GET_SUNRISE The sunrise at [SL:LOCATION 998 Valley Hill ] is beautiful, despite the [SL:WEATHER cold ] . ]
weather	I need the location of Cape Town in the mountains within 50 yards.	[IN:GET_LOCATION I need the location of [SL:LOCATION_USER Cape Town ] [SL:LOCATION_MODIFIER in the mountains ] within [SL:SEARCH_RADIUS 50 yards ] . ]
weather	I wonder when the sunrise happens at 495 Recycle Grove in this cold weather.	[IN:GET_SUNRISE I wonder when the sunrise happens at [SL:LOCATION 495 Recycle Grove ] in this [SL:WEATHER cold ] weather . ]
weather	Can you tell me about our spot along the river?	[IN:GET_LOCATION Can you tell me about our spot [SL:LOCATION_MODIFIER along the river ] ? ]
weather	What time is sunset at 511 Gladstone Expressway?	[IN:GET_SUNSET What time is sunset at [SL:LOCATION 511 Gladstone Expressway ] ? ]
weather	What's the Kelvin temperature in 632 Sunbeam Rapids drizzling?	[IN:GET_WEATHER What s the [SL:WEATHER_TEMPERATURE_UNIT Kelvin ] temperature in [SL:LOCATION 632 Sunbeam Rapids ] [SL:WEATHER_ATTRIBUTE drizzling ] ? ]
weather	Please search for locations in the valley, 20 meters from Los Angeles.	[IN:GET_LOCATION Please search for locations [SL:LOCATION_MODIFIER in the valley ] , [SL:SEARCH_RADIUS 20 meters ] from [SL:LOCATION_USER Los Angeles ] . ]
weather	Can you tell me if it's windy at 1367 San Benito Pike in Joules?	[IN:GET_WEATHER Can you tell me if it s [SL:WEATHER_ATTRIBUTE windy ] at [SL:LOCATION 1367 San Benito Pike ] in [SL:WEATHER_TEMPERATURE_UNIT Joules ] ? ]
weather	Can you find London located 5 kilometers away?	[IN:GET_LOCATION Can you find [SL:LOCATION_USER London ] located [SL:SEARCH_RADIUS 5 kilometers ] away ? ]
weather	What time is sunset at 767 Mercato Cove?	[IN:GET_SUNSET What time is sunset at [SL:LOCATION 767 Mercato Cove ] ? ]
weather	Please identify locations that are 2 kilometers from Toronto.	[IN:GET_LOCATION Please identify locations that are [SL:SEARCH_RADIUS 2 kilometers ] from [SL:LOCATION_USER Toronto ] . ]
weather	What time is sunset at 1289 Eldridge Trace?	[IN:GET_SUNSET What time is sunset at [SL:LOCATION 1289 Eldridge Trace ] ? ]
weather	Given the stormy weather, when will sunset occur at 1015 El Mirasol Plaza?	[IN:GET_SUNSET Given the [SL:WEATHER stormy ] weather, when will sunset occur at [SL:LOCATION 1015 El Mirasol Plaza ] ? ]
weather	Please provide the weather temperature in Réaumur for 353 Vandewater Plaza.	[IN:GET_WEATHER Please provide the weather temperature in [SL:WEATHER_TEMPERATURE_UNIT Réaumur ] for [SL:LOCATION 353 Vandewater Plaza ] . ]
weather	Can you tell me the sunrise time for 1052 Vega Trace?	[IN:GET_SUNRISE Can you tell me the sunrise time for [SL:LOCATION 1052 Vega Trace ] ? ]
weather	Can you tell me when the sunset happens in 188 Annapolis Garden?	[IN:GET_SUNSET Can you tell me when the sunset happens in [SL:LOCATION 188 Annapolis Garden ] ? ]
weather	Can you tell me the weather for 1297 Keppler Viaduct?	[IN:GET_WEATHER Can you tell me the weather for [SL:LOCATION 1297 Keppler Viaduct ] ? ]
weather	Is the weather at 227 West Crossing stormy?	[IN:GET_WEATHER Is the weather at [SL:LOCATION 227 West Crossing ] [SL:WEATHER stormy ] ? ]
weather	Where is Sydney in the mountains, 100 kilometers?	[IN:GET_LOCATION Where is [SL:LOCATION_USER Sydney ] [SL:LOCATION_MODIFIER in the mountains ] , [SL:SEARCH_RADIUS 100 kilometers ] ? ]
weather	Cape Town is known for its beauty by the river.	[IN:GET_LOCATION [SL:LOCATION_USER Cape Town ] is known for its beauty [SL:LOCATION_MODIFIER by the river ] . ]
weather	I'm curious, are you currently in Toronto?	[IN:GET_LOCATION I m curious, are you currently in [SL:LOCATION_USER Toronto ] ? ]
weather	I'm curious about the sunrise at 196 Treat Lake today.	[IN:GET_SUNRISE I m curious about the sunrise at [SL:LOCATION 196 Treat Lake ] today . ]
weather	I'm looking for places in Sydney that are 100 meters away.	[IN:GET_LOCATION I m looking for places in [SL:LOCATION_USER Sydney ] that are [SL:SEARCH_RADIUS 100 meters ] away . ]
weather	Please find out when sunset occurs at 725 Elim Plaza, especially when it's humid.	[IN:GET_SUNSET Please find out when sunset occurs at [SL:LOCATION 725 Elim Plaza ] , especially when it s [SL:WEATHER humid ] . ]
weather	What's the chilly weather like in Rømer?	[IN:GET_WEATHER What s the [SL:WEATHER_ATTRIBUTE chilly ] weather like in [SL:WEATHER_TEMPERATURE_UNIT Rømer ] ? ]
weather	Can you find Los Angeles, 15 kilometers at the beach?	[IN:GET_LOCATION Can you find [SL:LOCATION_USER Los Angeles ] , [SL:SEARCH_RADIUS 15 kilometers ] [SL:LOCATION_MODIFIER at the beach ] ? ]
weather	I wonder when the sun rises at 523 El Plazuela Highway each day.	[IN:GET_SUNRISE I wonder when the sun rises at [SL:LOCATION 523 El Plazuela Highway ] each day . ]
weather	Can you tell me the Celsius temperature for 1306 Hemdale Ferry?	[IN:GET_WEATHER Can you tell me the [SL:WEATHER_TEMPERATURE_UNIT Celsius ] temperature for [SL:LOCATION 1306 Hemdale Ferry ] ? ]
weather	Can you tell me the weather for 959 Pelton Circle?	[IN:GET_WEATHER Can you tell me the weather for [SL:LOCATION 959 Pelton Circle ] ? ]
weather	The sunset at 379 Iris Motorway looks stunning, despite the windy weather.	[IN:GET_SUNSET The sunset at [SL:LOCATION 379 Iris Motorway ] looks stunning, despite the [SL:WEATHER windy ] weather . ]
weather	I wonder if it is drizzly or rainy at 219 Cypress Boulevard.	[IN:GET_WEATHER I wonder if it is [SL:WEATHER_ATTRIBUTE drizzly ] or [SL:WEATHER rainy ] at [SL:LOCATION 219 Cypress Boulevard ] . ]
weather	Can you tell me Delisle's weather at 570 Rodriguez Arcade?	[IN:GET_WEATHER Can you tell me [SL:WEATHER_TEMPERATURE_UNIT Delisle ] s weather at [SL:LOCATION 570 Rodriguez Arcade ] ? ]
weather	I wonder when sunset occurs at the hot 181 Tulane Route.	[IN:GET_SUNSET I wonder when sunset occurs at the [SL:WEATHER hot ] [SL:LOCATION 181 Tulane Route ] . ]
weather	I need to know what time sunset occurs at 760 Brant Place on 1999-06-17 00:37:24.307606.	[IN:GET_SUNSET I need to know what time sunset occurs at [SL:LOCATION 760 Brant Place ] on [SL:DATE_TIME 1999-06-17 00 : 37 : 24.307606 ] . ]
weather	I'd like to know the weather conditions expressed in Rankine for 1990-08-05 09:11:57.144951.	[IN:GET_WEATHER I d like to know the weather conditions expressed in [SL:WEATHER_TEMPERATURE_UNIT Rankine ] for [SL:DATE_TIME 1990-08-05 09 : 11 : 57.144951 ] . ]
weather	I wonder if Tokyo is located 30 kilometers in the mountains.	[IN:GET_LOCATION I wonder if [SL:LOCATION_USER Tokyo ] is located [SL:SEARCH_RADIUS 30 kilometers ] [SL:LOCATION_MODIFIER in the mountains ] . ]
weather	What's the temperature in Rankine when cloudy?	[IN:GET_WEATHER What s the temperature in [SL:WEATHER_TEMPERATURE_UNIT Rankine ] when [SL:WEATHER_ATTRIBUTE cloudy ] ? ]
weather	Could it be either foggy or cloudy?	[IN:GET_WEATHER Could it be either [SL:WEATHER_ATTRIBUTE foggy ] or [SL:WEATHER cloudy ] ? ]
weather	It’s important to check if Beijing is on the coast.	[IN:GET_LOCATION It s important to check if [SL:LOCATION_USER Beijing ] is [SL:LOCATION_MODIFIER on the coast ] . ]
weather	Given the windy weather, when is sunset at 830 Beaumont Route?	[IN:GET_SUNSET Given the [SL:WEATHER windy ] weather, when is sunset at [SL:LOCATION 830 Beaumont Route ] ? ]
weather	I wonder when the sunrise occurs at 1011 Bartlett Mall.	[IN:GET_SUNRISE I wonder when the sunrise occurs at [SL:LOCATION 1011 Bartlett Mall ] . ]
weather	I wonder what time sunrise occurs at 576 Clarkson Alley with mild temperatures.	[IN:GET_SUNRISE I wonder what time sunrise occurs at [SL:LOCATION 576 Clarkson Alley ] with [SL:WEATHER mild temperatures ] . ]
weather	I wonder when the sun will set at 328 Guy Glen in this humid weather.	[IN:GET_SUNSET I wonder when the sun will set at [SL:LOCATION 328 Guy Glen ] in this [SL:WEATHER humid ] weather . ]
weather	Can you tell me the sunset time for 931 John Estate?	[IN:GET_SUNSET Can you tell me the sunset time for [SL:LOCATION 931 John Estate ] ? ]
weather	I wonder if the weather on 1977-12-23 23:55:47.773718 was stormy or snowy.	[IN:GET_WEATHER I wonder if the weather on [SL:DATE_TIME 1977-12-23 23 : 55 : 47.773718 ] was [SL:WEATHER_ATTRIBUTE stormy ] or [SL:WEATHER snowy ] . ]
weather	Please share locations in the city center of Tokyo within 25 kilometers.	[IN:GET_LOCATION Please share locations [SL:LOCATION_MODIFIER in the city center ] of [SL:LOCATION_USER Tokyo ] within [SL:SEARCH_RADIUS 25 kilometers ] . ]
weather	Considering the foggy weather, what's sunset like at 641 Jack Kerouac Landing?	[IN:GET_SUNSET Considering the [SL:WEATHER foggy ] weather, what s sunset like at [SL:LOCATION 641 Jack Kerouac Landing ] ? ]
weather	Is the weather stormy at 429 Lucky Circle?	[IN:GET_WEATHER Is the weather [SL:WEATHER stormy ] at [SL:LOCATION 429 Lucky Circle ] ? ]
weather	What can we discover in the city center of Cape Town within 5 miles?	[IN:GET_LOCATION What can we discover [SL:LOCATION_MODIFIER in the city center ] of [SL:LOCATION_USER Cape Town ] within [SL:SEARCH_RADIUS 5 miles ] ? ]
weather	I'm curious about how hot it is at 145 Middlefield Expressway today.	[IN:GET_WEATHER I m curious about how [SL:WEATHER hot ] it is at [SL:LOCATION 145 Middlefield Expressway ] today . ]
weather	I wonder if it is sunny today at 924 Moultrie Spur.	[IN:GET_WEATHER I wonder if it is [SL:WEATHER_ATTRIBUTE sunny ] today at [SL:LOCATION 924 Moultrie Spur ] . ]
weather	I wonder when the sunset occurs at 668 Reno Parkway.	[IN:GET_SUNSET I wonder when the sunset occurs at [SL:LOCATION 668 Reno Parkway ] . ]
weather	Although it seems mild and sunny, could it hail?	[IN:GET_WEATHER Although it seems [SL:WEATHER mild and sunny ] , could it [SL:WEATHER_ATTRIBUTE hail ] ? ]
weather	Can you tell me today's cold temperature in Kelvin?	[IN:GET_WEATHER Can you tell me today s [SL:WEATHER cold ] temperature in [SL:WEATHER_TEMPERATURE_UNIT Kelvin ] ? ]
weather	Can you check if it's stormy outside, Gas Mark?	[IN:GET_WEATHER Can you check if it s [SL:WEATHER_ATTRIBUTE stormy ] outside, [SL:WEATHER_TEMPERATURE_UNIT Gas Mark ] ? ]
weather	Can you tell me if it’s snowy or hot today?	[IN:GET_WEATHER Can you tell me if it s [SL:WEATHER_ATTRIBUTE snowy ] or [SL:WEATHER hot ] today ? ]
weather	Can you tell me the sunset at 878 Hill Place?	[IN:GET_SUNSET Can you tell me the sunset at [SL:LOCATION 878 Hill Place ] ? ]
weather	Is the location in Sydney by the river?	[IN:GET_LOCATION Is the location in [SL:LOCATION_USER Sydney ] [SL:LOCATION_MODIFIER by the river ] ? ]
weather	I wonder about the sunrise at 996 Merritt Trace on 2001-09-06 21:34:45.056587, especially with stormy weather.	[IN:GET_SUNRISE I wonder about the sunrise at [SL:LOCATION 996 Merritt Trace ] on [SL:DATE_TIME 2001-09-06 21 : 34 : 45.056587 ] , especially with [SL:WEATHER stormy ] weather . ]
weather	Could you tell me the sunrise time today in snowy 338 Belles Field?	[IN:GET_SUNRISE Could you tell me the sunrise time today in [SL:WEATHER snowy ] [SL:LOCATION 338 Belles Field ] ? ]
weather	Can you tell me sunrise time for 303 Flint Ranch?	[IN:GET_SUNRISE Can you tell me sunrise time for [SL:LOCATION 303 Flint Ranch ] ? ]
weather	Given the heavy snowfall, when will it be sunny at 154 Craut Viaduct?	[IN:GET_SUNRISE Given the [SL:WEATHER heavy snowfall ] , when will it be sunny at [SL:LOCATION 154 Craut Viaduct ] ? ]
weather	What time is sunset at 281 Commonwealth Viaduct?	[IN:GET_SUNSET What time is sunset at [SL:LOCATION 281 Commonwealth Viaduct ] ? ]
weather	On 2002-10-26 14:14:42.744865, what is sunrise at 1310 Colton Manor?	[IN:GET_SUNRISE On [SL:DATE_TIME 2002-10-26 14 : 14 : 42.744865 ] , what is sunrise at [SL:LOCATION 1310 Colton Manor ] ? ]
weather	Are you in the countryside of Los Angeles?	[IN:GET_LOCATION Are you [SL:LOCATION_MODIFIER in the countryside ] of [SL:LOCATION_USER Los Angeles ] ? ]
weather	What is the location within 2 kilometers in the valley?	[IN:GET_LOCATION What is the location within [SL:SEARCH_RADIUS 2 kilometers ] [SL:LOCATION_MODIFIER in the valley ] ? ]
weather	I wonder if Mumbai can be found in the desert.	[IN:GET_LOCATION I wonder if [SL:LOCATION_USER Mumbai ] can be found [SL:LOCATION_MODIFIER in the desert ] . ]
weather	What time is sunrise at 1084 Fowler Pike?	[IN:GET_SUNRISE What time is sunrise at [SL:LOCATION 1084 Fowler Pike ] ? ]
